/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01/,164
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02/,123
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03/,259
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04/,235
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05/,296
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06/,122
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01/,170
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02/,146
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03/,216
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04/,170
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01/,209
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02/,134
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03/,115
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04/,108
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05/,146
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06/,152
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01/,126
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02/,132
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03/,114
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04/,181
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05/,106
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06/,248
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07/,158
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01/,268
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02/,264
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03/,158
/Tmp/slurm.573857.0/UCF101_full/frame/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04/,186
